lp,src,mt,ref,score,system,annotators,domain,year
en-de,"Comic books are mass produced paper items, handled many times often with little care before even reaching the shop or newsstand to be offered for sale.","Comic-Bücher sind massenproduzierte Papierartikel, die oft oft mit wenig Sorgfalt gehandhabt werden, bevor sie sogar den Laden oder den Zeitungsstand erreichen, um zum Verkauf angeboten zu werden.","Comics sind Papierartikel aus Massenfertigung, die oft ohne besondere Sorgfalt gehandhabt werden, noch bevor sie im Geschäft oder Kiosk zum Kauf angeboten werden.",100.0,PROMT,1,ecommerce,2022
en-de,"EVERY COMIC, even a brand new one, will have some form of minor defect if you get out a magnifying glass and look closely enough.","JEDER COMIC, selbst ein brandneuer, wird eine Form von kleinem Defekt haben, wenn Sie eine Lupe herausholen und genau genug hinsehen.","JEDER COMIC, auch ein völlig neuer, weist bestimmt geringfügige Mängel auf, wenn Sie mit der Lupe danach suchen.",100.0,PROMT,1,ecommerce,2022
en-de,"If you are intent on finding comic book perfection, or CGC guaranteed results, it would probably be best to view the comics in person at our store before bidding!","Wenn Sie darauf bedacht sind, Comicbuch-Perfektion oder CGC-garantierte Ergebnisse zu finden, wäre es wahrscheinlich am besten, die Comics persönlich in unserem Geschäft zu sehen, bevor Sie bieten!","Wenn Sie Comics in perfektem Zustand oder mit CGC-Garantien wünschen, sollten Sie sich die Comics persönlich in unserem Geschäft anschauen, bevor Sie ein Angebot abgeben!",100.0,PROMT,1,ecommerce,2022
en-de,This has a 1-3 day delivery estimate.,Dies hat eine 1-3-tägige Lieferschätzung.,Die Lieferzeit beträgt voraussichtlich 1-3 Tage.,100.0,PROMT,1,ecommerce,2022
en-de,"If you require a next-day delivery, we do offer a Royal Mail Special Delivery 1pm service.","Wenn Sie eine Lieferung am nächsten Tag benötigen, bieten wir einen Royal Mail Special Delivery 1 p.m. Service an.","Wenn eine Lieferung am nächsten Tag erforderlich ist, bieten wir Royal Mail mit Sonderzustellung bis 13 Uhr.",67.0,PROMT,1,ecommerce,2022
en-de,"For Europe, most orders take between 3-5 days to arrive in the country and for the rest of the world 5-7 days.","Für Europa dauern die meisten Bestellungen zwischen 3-5 Tagen, um im Land anzukommen, und für den Rest der Welt 5-7 Tage.","Für Europa dauert es für die meisten Bestellungen 3-5 Tage, bis sie im Land ankommen, und im Rest der Welt 5-7 Tage.",100.0,PROMT,1,ecommerce,2022
en-de,"After that, we cannot offer an estimate on delivery times as it comes down to individual country's postal service and customs if outside of the EU.","Danach können wir keine Schätzung der Lieferzeiten anbieten, da es auf den Postdienst und den Zoll des einzelnen Landes außerhalb der EU ankommt.","Danach können wir keine Angaben zu Lieferfristen machen, da dies vom Postdienst des betreffenden Landes und bei Versand außerhalb der EU vom Zoll abhängt.",99.0,PROMT,1,ecommerce,2022
en-de,Q. Can I exchange for a different size/item?,F. Kann ich eine andere Größe/einen anderen Artikel umtauschen?,Q. Kann ich den Artikel gegen eine andere Größe/einen anderen Artikel umtauschen?,33.0,PROMT,1,ecommerce,2022
en-de,"A. Yes, there are two ways this can be done.","A. Ja, es gibt zwei Möglichkeiten, dies zu tun.","A. Ja, dafür gibt es zwei Möglichkeiten.",100.0,PROMT,1,ecommerce,2022
en-de,1) Please contact us asking for a returns address.,1) Bitte kontaktieren Sie uns und fragen Sie nach einer Retourenadresse.,"1) Bitte kontaktieren Sie uns, um eine Rückgabeadresse anzufordern.",100.0,PROMT,1,ecommerce,2022
en-de,"When you send the item back, you must include a note stating your eBay ID and the size that you require.","Wenn Sie den Artikel zurücksenden, müssen Sie eine Notiz mit Ihrer eBay-ID und der gewünschten Größe beifügen.","Wenn Sie den Artikel zurücksenden, müssen Sie eine Notiz mit Ihrer eBay-ID und der gewünschten Größe beilegen.",100.0,PROMT,1,ecommerce,2022
en-de,"If you placed an international order, half of the shipping original charged would be applied again.","Wenn Sie eine internationale Bestellung aufgeben, wird die Hälfte des Versandoriginals erneut berechnet.","Wenn Sie eine internationale Bestellung aufgegeben haben, wird die Hälfte der ursprünglichen Versandgebühr erneut berechnet.",67.0,PROMT,1,ecommerce,2022
en-de,2) Use the eBay option to return an item.,"2) Verwenden Sie die eBay-Option, um einen Artikel zurückzugeben.","2) Nutzen Sie die eBay-Option, um einen Artikel zurückzugeben.",100.0,PROMT,1,ecommerce,2022
en-de,"This option is also suitable if you would like a refund, as once we have received the item back we will refund you; if you need an exchange, please purchase the correct item either before or after the refund as required.","Diese Option ist auch geeignet, wenn Sie eine Rückerstattung wünschen, da wir Ihnen nach Erhalt des Artikels eine Rückerstattung leisten; Wenn Sie einen Umtausch benötigen, kaufen Sie bitte den richtigen Artikel entweder vor oder nach der Rückerstattung nach Bedarf.","Diese Option eignet sich auch, wenn Sie eine Erstattung wünschen, da wir Ihnen den Betrag erstatten, sobald der Artikel bei uns eingegangen ist; wenn Sie einen Umtausch wünschen, kaufen Sie bitte den korrekten Artikel vor oder nach der Erstattung.",100.0,PROMT,1,ecommerce,2022
en-de,Using Replaceable Standard Double Edge Blades just like the classic safety razor - Meaning you don't have to worry about stropping and sharpening and yet enjoy the closeness of a straight razor shave!,"Mit austauschbaren Standard Double Edge Blades genau wie der klassische Rasierer - Das heißt, Sie müssen sich keine Sorgen um Streicheln und Schärfen machen und dennoch die Nähe einer Rasierrasierklinge genießen!","Genau wie beim klassischen Sicherheitsrasierer werden Standard-Doppelklingen verwendet - das bedeutet, dass Sie sich nicht um Abstreichen und Schärfen kümmern müssen und dennoch das Rasiergefühl durch eine Rasierklinge erleben!",86.0,PROMT,1,ecommerce,2022
en-de,Perfect for beginners who want to try the art of Shaving with Straight Razors.,"Perfekt für Anfänger, die die Kunst des Rasierens mit Rasierapparaten ausprobieren möchten.","Perfekt für Anfänger, die die Kunst des Rasierens mit Rasiermessern ausprobieren möchten.",87.0,PROMT,1,ecommerce,2022
en-de,Three or five blade razors irritate the skin much more and you need to press it hard against your skin to use them.,"Drei oder fünf Klingenrasierer reizen die Haut viel mehr und Sie müssen sie hart gegen Ihre Haut drücken, um sie zu verwenden.","Rasierer mit drei oder fünf Klingen reizen die Haut viel stärker, und Sie müssen sie zur Verwendung fest auf Ihre Haut drücken.",100.0,PROMT,1,ecommerce,2022
en-de,"Therefore, this shaving product is so great and often using for better skin care products than the average shaver.",Daher ist dieses Rasierprodukt so großartig und oft für bessere Hautpflegeprodukte als der durchschnittliche Rasierer.,Daher ist dieses Rasierprodukt so großartig und sorgt oft für bessere Hautpflege als durchschnittliche Rasierer.,100.0,PROMT,1,ecommerce,2022
en-de,Your face will thank you later.,Dein Gesicht wird es dir später danken.,Ihr Gesicht wird es Ihnen einmal danken.,100.0,PROMT,1,ecommerce,2022
en-de,Ready to Use with one Pack of Blades,Sofort einsatzbereit mit einem Satz Blades,Sofort verwendbar mit einem Pack Klingen,89.0,PROMT,1,ecommerce,2022
en-de,Comes in a Haryali London Gift Designer Box,Kommt in einer Haryali London Gift Designer Box,In einer Designer-Geschenkbox von Haryali London,100.0,PROMT,1,ecommerce,2022
en-de,Images are of actual items so you can be confident that what you see is what you get.,"Bilder sind von tatsächlichen Gegenständen, so dass Sie sicher sein können, dass das, was Sie sehen, das ist, was Sie bekommen.","Die Bilder stellen die tatsächlichen Produkte dar, Sie können also darauf vertrauen, genau das zu erhalten, was Sie hier sehen.",92.5,PROMT,1,ecommerce,2022
en-de,Haryali London instruments have a life time warranty against defects in materials and workmanship.,Haryali London Instrumente haben eine lebenslange Garantie gegen Material- und Verarbeitungsfehler.,Für Instrumente von Haryali London gilt eine lebenslange Garantie für Material- und Herstellungsfehler.,96.0,PROMT,1,ecommerce,2022
en-de,Any product which proves to be defective will be repaired or replaced free of charge.,"Jedes Produkt, das sich als defekt erweist, wird kostenlos repariert oder ersetzt.","Jedes Produkt, das sich als fehlerhaft erweist, wird kostenlos repariert oder ersetzt.",96.5,PROMT,1,ecommerce,2022
en-de,"We guarantee against breakage, joint failure, and corrosion under normal use.","Wir garantieren gegen Bruch, Gelenkversagen und Korrosion bei normalem Gebrauch.","Wir bieten eine Garantie für Bruch, Gelenkversagen und Rost unter normalen Nutzungsbedingungen.",96.0,PROMT,1,ecommerce,2022
en-de,Warranty does not apply to normal wear and tear and use of the instrumentation beyond their limitations.,Die Garantie gilt nicht für normalen Verschleiß und die Verwendung der Instrumentierung über ihre Grenzen hinaus.,Die Garantie erstreckt sich nicht auf normale Abnutzung und Verwendung der Instrumente über ihre bestimmungsgemäße Nutzung hinaus.,92.0,PROMT,1,ecommerce,2022
en-de,It also excludes the improper usage of an instrument in a way that the particular instrument was designed and intended to be used.,"Es schließt auch die unsachgemäße Verwendung eines Instruments in einer Weise aus, dass das jeweilige Instrument entworfen und zur Verwendung bestimmt war.","Ebenfalls ausgeschlossen ist die unsachgemäße Nutzung eines Instruments in einer Weise, für die das betreffende Instrument nicht entworfen und vorgesehen ist.",92.0,PROMT,1,ecommerce,2022
en-de,"Moreover, instruments damaged in an abusive or accidental manner are also excluded by this warranty.","Darüber hinaus sind Instrumente, die in missbräuchlicher oder zufälliger Weise beschädigt wurden, von dieser Garantie ausgeschlossen.","Zudem sind auch Instrumente, die durch falsche Verwendung oder Unfälle beschädigt wurden, von dieser Garantie ausgeschlossen.",94.0,PROMT,1,ecommerce,2022
en-de,PayPal – Only form of Payment that we Accept.,"PayPal - Einzige Zahlungsform, die wir akzeptieren.",PayPal – die einzige von uns akzeptierte Zahlungsweise.,93.0,PROMT,1,ecommerce,2022
en-de,"If customers are not fully satisfied with our product, simply return the item to us in an unused condition and we will process a refund once the item is received.","Wenn Kunden mit unserem Produkt nicht vollständig zufrieden sind, senden Sie den Artikel einfach in einem unbenutzten Zustand an uns zurück und wir werden eine Rückerstattung bearbeiten, sobald der Artikel eingegangen ist.","Wenn Kunden nicht vollkommen mit unserem Produkt zufrieden sind, kann der Artikel einfach in unbenutztem Zustand zurückgegeben werden, und wir veranlassen eine Erstattung, sobald der Artikel bei uns eingeht.",93.0,PROMT,1,ecommerce,2022
en-de,"If you have any questions, then kindly please contact us via the ‘Ask a question’ Tab which is located on the bottom of the listing page.","Wenn Sie Fragen haben, dann kontaktieren Sie uns bitte über die Registerkarte „Frage stellen“, die sich unten auf der Angebotsseite befindet.","Wenn Sie Fragen haben, kontaktieren Sie uns bitte über die Registerkarte „Eine Frage stellen“ unten auf der Angebotsseite.",86.0,PROMT,1,ecommerce,2022
en-de,Our customer satisfaction is at the top of our priority.,Unsere Kundenzufriedenheit steht an oberster Stelle unserer Priorität.,Die Zufriedenheit unserer Kunden hat bei uns höchste Priorität.,94.0,PROMT,1,ecommerce,2022
en-de,The maximum compensation level for this service is £500 and delivery times vary from destination to destination.,Die maximale Entschädigungsstufe für diesen Service beträgt 500 £ und die Lieferzeiten variieren von Ziel zu Ziel.,Die maximale Entschädigung für diesen Service beträgt £500 und die Lieferzeiten sind je nach Ziel unterschiedlich.,98.0,PROMT,1,ecommerce,2022
en-de,Also available at extra cost if required is next day international deliveries by FEDEX global express.,Bei Bedarf sind auch internationale Lieferungen am nächsten Tag per FEDEX Global Express gegen Aufpreis erhältlich.,Gegen eine Zusatzgebühr und auf Anfrage sind auch internationale Lieferungen am nächsten Tag über FEDEX Global Express möglich.,99.0,PROMT,1,ecommerce,2022
en-de,This is on a quote only basis and you need to supply us with your address for a quotation.,Dies ist nur auf einer Angebotsbasis und Sie müssen uns Ihre Adresse für ein Angebot angeben.,"Hierfür muss ein Angebot angefordert werden, und Sie müssen Ihre Adresse angeben, damit ein Angebot für Sie erstellt werden kann.",99.0,PROMT,1,ecommerce,2022
en-de,The maximum compensation level on this service is $1000 Terms of Sale.,Die maximale Vergütungsstufe für diesen Service beträgt $1000 Verkaufsbedingungen.,Die maximale Entschädigungshöhe für diesen Service beträgt $1000 Verkaufsbedingungen.,98.0,PROMT,1,ecommerce,2022
en-de,All sales are final and we expect payment within 5 working days.,Alle Verkäufe sind endgültig und wir erwarten Zahlung innerhalb von 5 Werktagen.,Alle Verkäufe sind endgültig und wir erwarten die Zahlung innerhalb von 5 Werktagen.,99.0,PROMT,1,ecommerce,2022
en-de,We offer a 30 day refund policy for items as long as they are received back in the original condition they were shipped in with all original packaging and they have not been tampered with.,"Wir bieten eine 30-tägige Rückerstattungsrichtlinie für Artikel an, solange sie im Originalzustand zurückerhalten werden, in dem sie mit der Originalverpackung versandt wurden, und sie nicht manipuliert wurden.","Im Rahmen unserer Erstattungsrichtlinie gewähren wir eine 30-Tages-Frist für Artikel, die in dem Zustand zurückgegeben werden, in dem sie sich bei Versand befanden, und die originalverpackt und unbeschädigt sind.",93.0,PROMT,1,ecommerce,2022
en-de,"We reserve the right to place restrictions on payment terms for items shipped to certain international destinations, such as ones where there is a high risk of fraud.","Wir behalten uns das Recht vor, die Zahlungsbedingungen für Artikel, die an bestimmte internationale Bestimmungsorte versandt werden, zu beschränken, z. B. wenn ein hohes Betrugsrisiko besteht.","Wir behalten uns das Recht vor, strenge Einschränkungen der Zahlungsbedingungen für Artikel vorzunehmen, die an bestimmte internationale Ziele verschickt werden, beispielsweise wenn ein hohes Betrugsrisiko besteht.",98.0,PROMT,1,ecommerce,2022
